2025-12-09 14:59:43,516 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-12-09 14:59:43,536 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-12-09 14:59:43,537 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-12-09 14:59:43,537 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-12-09 14:59:43,539 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-12-09 14:59:43,539 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-12-09 14:59:43,539 INFO  SwAddin.cs: 201 - Setting up command manager
2025-12-09 14:59:43,540 INFO  SwAddin.cs: 204 - Adding command manager
2025-12-09 14:59:43,541 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-12-09 14:59:43,543 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-12-09 14:59:43,543 INFO  SwAddin.cs: 210 - Adding event handlers
2025-12-09 14:59:43,556 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-12-09 15:26:07,009 INFO  SwAddin.cs: 294 - Assembly export called for file sim_Assem.SLDASM
2025-12-09 15:26:09,440 INFO  SwAddin.cs: 313 - Saving assembly
2025-12-09 15:26:09,755 INFO  SwAddin.cs: 316 - Opening property manager
2025-12-09 15:26:09,764 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from sim_Assem.SLDASM
2025-12-09 15:26:09,768 INFO  ExportHelperExtension.cs: 1136 - Found 42 in sim_Assem.SLDASM
2025-12-09 15:26:09,769 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in sim_Assem.SLDASM
2025-12-09 15:26:09,769 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-12-09 15:26:09,770 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-12-09 15:26:09,771 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link2-1
2025-12-09 15:26:09,771 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link2-1
2025-12-09 15:26:09,772 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link2-1
2025-12-09 15:26:09,772 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link0-1
2025-12-09 15:26:09,772 INFO  ExportHelperExtension.cs: 1136 - Found 128 in link0-1
2025-12-09 15:26:09,773 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link0-1
2025-12-09 15:26:09,773 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link1-1
2025-12-09 15:26:09,773 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link1-1
2025-12-09 15:26:09,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link1-1
2025-12-09 15:26:09,774 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link3-1
2025-12-09 15:26:09,774 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link3-1
2025-12-09 15:26:09,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link3-1
2025-12-09 15:26:09,775 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from sim_Assem.SLDASM
2025-12-09 15:26:09,775 INFO  ExportHelperExtension.cs: 1136 - Found 42 in sim_Assem.SLDASM
2025-12-09 15:26:09,775 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in sim_Assem.SLDASM
2025-12-09 15:26:09,775 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-12-09 15:26:09,776 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-12-09 15:26:09,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link2-1
2025-12-09 15:26:09,776 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link2-1
2025-12-09 15:26:09,777 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link2-1
2025-12-09 15:26:09,777 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link0-1
2025-12-09 15:26:09,777 INFO  ExportHelperExtension.cs: 1136 - Found 128 in link0-1
2025-12-09 15:26:09,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link0-1
2025-12-09 15:26:09,778 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link1-1
2025-12-09 15:26:09,778 INFO  ExportHelperExtension.cs: 1136 - Found 36 in link1-1
2025-12-09 15:26:09,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link1-1
2025-12-09 15:26:09,779 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link3-1
2025-12-09 15:26:09,779 INFO  ExportHelperExtension.cs: 1136 - Found 32 in link3-1
2025-12-09 15:26:09,779 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link3-1
2025-12-09 15:26:09,930 INFO  SwAddin.cs: 339 - Loading config tree
2025-12-09 15:26:09,932 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-12-09 15:26:09,935 INFO  SwAddin.cs: 344 - Showing property manager
2025-12-09 15:26:23,011 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-12-09 15:26:34,738 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-12-09 15:26:35,711 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-12-09 15:26:54,391 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
